tag,category,aliases(if enabled)
used_tissue,General,"tissue_wad,tissue_wads"
palms,General,
naginata,General,
visible_air,General,
large_testicles,General,
stuffed_shark,General,
rainbow_order,General,
donut_hair_bun,General,
birthmark,General,
mace,General,
chocolate_bar,General,
german_clothes,General,
prosthetic_leg,General,artificial_leg
clover_print,General,
impaled,General,
whispering,General,whisper
low_neckline,General,
deer_antlers,General,
cum_on_feet,General,
plant_girl,General,plantgirl
multiple_weapons,General,
pectoral_grab,General,
striped_kimono,General,striped_yukata
very_long_fingernails,General,
bird_on_shoulder,General,
ritual_baton,General,
spine,General,
green_bodysuit,General,
incoming_food,General,feeding_viewer
traditional_halo,General,
treasure_chest,General,
dixie_cup_hat,General,
animal_hug,General,hugging_animal
cum_on_hands,General,cum_in_hands
potion,General,
budget_sarashi,General,
brown_wings,General,
triforce,General,
union_jack,General,"british_flag,uk_flag,united_kingdom_flag"
futa_with_futa,General,futa_on_futa
open_window,General,
fishnet_gloves,General,
caution_tape,General,"police_tape,warning_tape"
open_robe,General,
3d_background,General,
colored_shoe_soles,General,
dolphin,General,dolphins
thick_beard,General,
tiger_stripes,General,
mole_on_ass,General,
stab,General,"stabbed,stabbing"
excited,General,
leg_hold,General,
pointer,General,
cupless_bra,General,"breastless_bra,nippleless_bra"
poke_ball_symbol,General,
coif,General,
red_mask,General,
hand_puppet,General,"handpuppet,hand_puppets"
leg_armor,General,
heart_facial_mark,General,
bodice,General,
cheering,General,"cheer,cheered"
you're_doing_it_wrong,General,
instagram_logo,General,
x_x,General,
white_snake,General,
inflation,General,
shallow_water,General,
rotational_symmetry,General,
crossbow,General,
rectangular_mouth,General,:[]
talking_on_phone,General,on_phone
circle_name,General,
anzio_school_uniform,General,
bowl_hat,General,
round_image,General,"circular_image,tondo"
undone_necktie,General,untied_necktie
crescent_print,General,
tennis_racket,General,
stone_floor,General,
missile,General,
ribbon_bondage,General,
purple_neckerchief,General,
spiked_choker,General,
head_down,General,
latex_gloves,General,
breasts_on_head,General,headboob
diamond_cutout,General,
palms_together,General,
grey_sports_bra,General,
real_world_location,General,
cropped_sweater,General,
green-framed_eyewear,General,green-framed_glasses
handkerchief,General,
industrial_piercing,General,
pink_border,General,
circle_skirt,General,"circle_dress,spread_dress,spread_skirt"
blue_border,General,
brown_apron,General,
through_wall,General,"stuck_in_wall,wall_stuck"
hooded_sweater,General,
scar_on_leg,General,leg_scar
kettle,General,
hammer_and_sickle,General,
pavement,General,
orange_hoodie,General,
nike_(company),General,nike
gusset,General,
palette_(object),General,palette
solid_eyes,General,
lion_boy,General,
blue_feathers,General,
intravenous_drip,General,"iv,iv_drip"
penis_size_difference,General,
object_through_head,General,
stone_wall,General,
breast_focus,General,
kissing_forehead,General,"forehead_kiss,kiss_on_forehead"
snap-fit_buckle,General,
jack-o'_challenge,General,
chewing,General,
wiping_tears,General,
breathing_fire,General,"fire_spit,spitting_fire"
spirit,General,
mascot,General,
grey_ribbon,General,
belt_bra,General,beltbra
autobot,General,
no_jacket,General,
power_symbol-shaped_pupils,General,
priest,General,
yellow_sleeves,General,
white_garter_straps,General,
tablecloth,General,
arm_armor,General,
viewer_holding_leash,General,pov_leash
fallen_down,General,fell_down
fighter_jet,General,jet_fighter
big_nose,General,
grabbing_another's_chin,General,"chin_grab,chin_hold,chin_lift"
key_necklace,General,
purple_socks,General,purple_kneehighs
tankini,General,
imminent_fellatio,General,
in_food,General,girl_in_food
fake_mustache,General,"fake_moustache,mustached_girl"
circle_cut,General,
mask_around_neck,General,
inset_border,General,
tanabata,General,
severed_head,General,
chocolate_on_body,General,
battery_indicator,General,
buttjob,General,"assjob,hotdogging,shirikoki"
red_tank_top,General,
sweaty_armpits,General,
art_program_in_frame,General,
wheelchair,General,
red_apron,General,
pocky_kiss,General,pocky_game
soap,General,
green_capelet,General,
open_belt,General,"unbuckled_belt,undone_belt"
girthy_penis,General,thick_penis
simplified_chinese_text,General,simplified_chinese
spitting,General,
harvin,General,harbin
carrying_under_arm,General,
undressing_another,General,
rough_sex,General,
green_bag,General,"green_backpack,green_handbag"
tooth_necklace,General,"fang_necklace,teeth_necklace"
bat_girl,General,
caressing_testicles,General,"ball_caress,fondling_testicles"
goat_girl,General,
stroking_own_chin,General,"chin_stroking,stroking_chin"
torn_jeans,General,
no_halo,General,
black_garter_belt,General,
white_serafuku,General,
bolo_tie,General,
brown_corset,General,
skateboard,General,
orange_pantyhose,General,
bowing,General,
holding_vegetable,General,
sword_over_shoulder,General,
cockpit,General,
tree_stump,General,
drill,General,
squid,General,
clothed_masturbation,General,
magical_musket,General,
unworn_boots,General,boots_removed
deer,General,
checkerboard_cookie,General,
sunburst_background,General,macedonian_flag
turtleneck_leotard,General,
cloth_gag,General,otm_gag
collared_vest,General,
black_theme,General,
gauze,General,
pink_petals,General,
stadium,General,
love_letter,General,loveletter
naked_cape,General,nude_cape
mahjong,General,mahjongg
hair_lift,General,
cotton_candy,General,"candy_floss,fairy_floss"
cheek_press,General,cheek_rub
spiked_tail,General,
dirndl,General,
two-tone_headwear,General,
print_jacket,General,
striped_gloves,General,
mole_on_cheek,General,
year_of_the_dragon,General,
fur-trimmed_shorts,General,
chef,General,chef_uniform
hand_on_own_shoulder,General,
juice,General,
youkai_(youkai_watch),General,
unworn_bikini_top,General,bikini_top_removed
floating_cape,General,"cape_billowing,floating_capelet,floating_cloak"
heart_tail,General,"heart_tails,tail_heart"
dust_cloud,General,
delinquent,General,yankee
large_hands,General,
two-tone_leotard,General,
ribbon-trimmed_collar,General,
glutton,General,
partially_underwater_shot,General,
gym,General,gymnasium
scissor_blade_(kill_la_kill),General,scissor_blade
ketchup,General,
sleeveless_hoodie,General,
blue_armband,General,
no_wings,General,
eye_trail,General,
kusazuri,General,
venus_symbol,General,"copper_sign,copper_symbol,female_sign,female_symbol,venus_sign"
polka_dot_bra,General,polka-dot_bra
micro_panties,General,
spoken_object,General,
bad_proportions,General,
holding_fishing_rod,General,
brown_hoodie,General,
foliage,General,
yellow_bodysuit,General,
orange_skin,General,
mechanical_pencil,General,
deerstalker,General,
ho-kago_tea_time,General,
garden,General,
thick_lips,General,
rainbow_gradient,General,
tail_censor,General,"censor_tail,convenient_tail"
anilingus,General,"analingus,annilingus,rimjob"
flower_brooch,General,
sunflower_hair_ornament,General,
white_umbrella,General,
ginkgo_leaf,General,gingko_leaf
christmas_lights,General,
x_mouth,General,
c:,General,
2025,General,
painting_(action),General,painting
multiple_bracelets,General,
ankle_strap,General,
fold-over_boots,General,
holding_hose,General,
ballerina,General,
holding_ladle,General,
kitchen_knife,General,
expressive_hair,General,
crescent_facial_mark,General,
overall_shorts,General,
reindeer_costume,General,
deer_girl,General,
traditional_youkai,General,youkai
dark_halo,General,
body_hair,General,
large_insertion,General,"extreme_insertion,huge_insertion"
japanese_flag,General,
stove,General,
grey_bikini,General,"gray_bikini,grey_bikini_bottom,grey_bikini_top"
hanging,General,
single_strap,General,
dress_tug,General,
ramune,General,
ryona,General,
cucumber,General,cucumbers
cowboy_western,General,western
hanasakigawa_school_uniform,General,
lotion_bottle,General,
shiba_inu,General,
white_lily,General,
unamused,General,
cat_teaser,General,cat_toy
cow_boy,General,
multicolored_footwear,General,
yuigaoka_school_uniform,General,
hair_in_own_mouth,General,hair_in_mouth
shoulder_belt,General,
green_pantyhose,General,
grey_bra,General,gray_bra
off-shoulder_bikini,General,
mechanical_ears,General,
in_bucket,General,girl_in_bucket
graveyard,General,cemetery
horse_penis,General,"horse_cock,horsecock"
multiple_drawing_challenge,General,
lapel_pin,General,
large_wings,General,
purple_fire,General,purple_flame
sitting_on_object,General,
wrist_guards,General,
dark_aura,General,
boned_meat,General,manga_meat
bud,General,
ass_ripple,General,
yellow_sweater_vest,General,
harem_pants,General,
holding_jacket,General,
yagasuri,General,
blood_on_knife,General,"blood-stained_knife,bloody_knife"
torpedo_tubes,General,
head_only,General,
three-dimensional_maneuver_gear,General,3dmg
pearl_bracelet,General,
hagoita,General,
brushing_teeth,General,
in_the_face,General,
laser,General,"laser_beam,lasers"
cup_ramen,General,cup_noodles
horns_through_headwear,General,
sleeveless_coat,General,
rabbit-shaped_pupils,General,bunny-shaped_pupils
chart,General,
diving_suit,General,
hand_on_own_neck,General,
yellow_apron,General,
on_person,General,on_another
blue_tunic,General,
picnic_basket,General,
fireflies,General,
wiping_face,General,
hand_on_another's_leg,General,
leopard_ears,General,
looking_at_food,General,
team_rocket_uniform,General,
blue_tail,General,
yellow_cape,General,
molestation,General,"molester,molesting"
halberd,General,"pole_axe,poleaxe,pollaxe"
ribbon-trimmed_clothes,General,
akeome,General,
multiple_swords,General,
drawing_bow,General,
kigurumi,General,masker
raised_fist,General,air_punch
grey_nails,General,grey_fingernails
pink_tail,General,
spear_the_gungnir,General,
eagle,General,
two-sided_coat,General,
ribbed_sleeves,General,
unworn_bag,General,bag_removed
panda_ears,General,
holding_stylus,General,
holding_tablet_pc,General,
white_leg_warmers,General,
tempura,General,
leather_gloves,General,
oversized_food,General,giant_food
role_reversal,General,
pussy_piercing,General,
suspended_congress,General,
concert,General,
park,General,
wooden_sword,General,
weighing_scale,General,"weighing_scales,weight_scale"
breast_smother,General,
grey_bodysuit,General,gray_bodysuit
phonograph,General,"gramophone,record_machine,record_player,victrola"
forehead-to-forehead,General,forehead_to_forehead
back_focus,General,
jaguar_ears,General,
linear_hatching,General,line_shading
ankle_lace-up,General,ankle_lace_up
sheet_music,General,"musical_sheet,musical_sheets,music_sheet,music_sheets"
takoyaki,General,octopus_balls
lace_choker,General,
drum_set,General,drum_kit
happi,General,
log,General,
holographic_interface,General,
white_leggings,General,
pine_tree,General,
tent,General,
full-length_zipper,General,full_length_zipper
club_(shape),General,clubs_(card_suit)
messy,General,
pink_camisole,General,
voice_actor,General,"seiyuu,voice_actress"
asian,General,
green_fur,General,
bendy_straw,General,
streamers,General,
implied_yuri,General,
shards,General,
torn,General,
projectile_lactation,General,
cupping_hands,General,cupped_hands
blonde_pubic_hair,General,
unworn_socks,General,"socks_off,socks_removed"
blank_speech_bubble,General,"blank_word_balloon,blank_word_bubble,empty_speech_bubble,empty_word_bubble"
licking_another's_face,General,"face_lick,face_licking,licking_face"
helicopter,General,
star_sticker,General,
tail_piercing,General,
yes-no_pillow,General,
cleaning,General,
party_popper,General,confetti_popper
lube,General,
invisible_penis,General,invisicock
tsukinomori_school_uniform,General,
pointless_condom,General,
yasogami_school_uniform,General,
fast_food,General,
white_butterfly,General,
shin_guards,General,leg_guards
mesugaki,General,bitch_brat
gamepad,General,
unworn_gloves,General,"glove_removed,gloves_removed"
tegaki,General,
male_maid,General,
moon_(ornament),General,
flower_necklace,General,
gun_sling,General,"sling,sling_(firearms)"
ghost_costume,General,
guiding_hand,General,
spiked_club,General,
pikmin_(creature),General,
shorts_under_dress,General,
hands_on_own_ass,General,
group_name,General,band_name
oral_invitation,General,
art_tools_in_frame,General,
yurigaoka_girls_academy_school_uniform,General,
grey_tail,General,
k-pop,General,
mahjong_tile,General,mahjong_tiles
sig_sauer,General,
off-shoulder_jacket,General,
yes,General,
orange_sailor_collar,General,
kibito_high_school_uniform,General,
phallic_symbol,General,phallic_object
dialogue_box,General,
lighter,General,
lily_of_the_valley,General,suzuran
hatsune_miku_(cosplay),General,
fireplace,General,
sidecut,General,
shared_food,General,"mouth-to-mouth_feeding,mouth_to_mouth_feeding"
